maths_midsem,maths_quiz,maths_internal,maths_endsem,maths_total,science_midsem,science_quiz,science_internal,science_endsem,science_total,english_midsem,english_quiz,english_internal,english_endsem,english_total,hindi_midsem,hindi_quiz,hindi_internal,hindi_endsem,hindi_total,social_science_midsem,social_science_quiz,social_science_internal,social_science_endsem,social_science_total,computer_science_midsem,computer_science_quiz,computer_science_internal,computer_science_endsem,computer_science_total,attendance_score,overall_marks_avg,final_weighted_score,result
9,7,9,2,27,1,8,5,19,33,14,8,9,39,70,4,10,5,32,51,8,2,5,13,28,24,4,11,12,51,3.5,43.333333333333336,42.083333333333336,0
11,7,12,26,56,20,3,12,17,52,5,7,9,29,50,4,8,5,20,37,17,4,9,5,35,5,1,14,6,26,1.5,42.666666666666664,38.516666666666666,0
9,6,8,33,56,18,6,13,6,43,24,10,8,27,69,5,10,1,9,25,21,9,6,46,82,1,2,13,37,53,6.56,54.666666666666664,56.30666666666666,0
12,9,11,44,76,25,4,6,25,60,8,6,7,28,49,13,0,4,16,33,11,3,12,11,37,4,0,15,14,33,5.62,48.0,49.23,0
10,5,5,20,40,11,9,3,11,34,8,4,15,15,42,21,8,6,6,41,2,9,4,31,46,7,4,12,30,53,8.52,42.666666666666664,49.04666666666667,0
21,7,14,42,84,8,5,5,33,51,24,0,5,0,29,5,0,15,26,46,1,9,1,5,16,14,3,11,35,63,8.74,48.166666666666664,54.05166666666666,0
15,6,6,23,50,8,0,6,47,61,17,4,13,7,41,12,9,15,30,66,15,7,4,38,64,9,4,11,18,42,3.99,54.0,51.885,1
7,4,15,43,69,22,3,11,31,67,25,7,11,3,46,6,6,7,39,58,22,7,7,6,42,21,7,10,33,71,8.48,58.833333333333336,62.72833333333333,1
7,3,3,49,62,9,4,6,29,48,12,3,7,50,72,17,10,14,33,74,23,1,0,19,43,9,1,6,45,61,3.2,60.0,55.8,1
24,1,11,40,76,4,5,10,1,20,25,4,14,35,78,3,3,7,23,36,15,4,14,48,81,18,6,10,41,75,2.05,61.0,54.925000000000004,0
7,10,9,28,54,8,5,0,7,20,22,7,10,17,56,4,9,14,9,36,3,5,5,16,29,3,9,8,10,30,4.62,37.5,38.805,0
12,7,0,38,57,22,4,1,32,59,4,4,9,18,35,25,7,4,48,84,9,8,5,32,54,21,7,5,20,53,8.36,57.0,60.989999999999995,0
1,8,8,5,22,17,2,10,45,74,24,3,7,35,69,14,0,4,27,45,3,1,14,50,68,1,6,15,43,65,4.71,57.166666666666664,55.65666666666666,0
11,3,11,13,38,9,10,10,41,70,16,10,2,8,36,22,0,5,41,68,22,8,9,44,83,1,6,15,50,72,4.65,61.166666666666664,58.96666666666666,0
9,3,5,49,66,16,1,0,29,46,25,3,6,25,59,1,5,3,32,41,24,3,6,33,66,3,0,5,8,16,0.56,49.0,42.49,0
11,4,2,13,30,25,6,8,44,83,22,5,7,1,35,7,4,7,46,64,12,6,2,46,66,18,9,12,30,69,1.09,57.833333333333336,50.79333333333333,0
10,1,3,36,50,9,0,11,41,61,25,9,11,2,47,17,4,15,12,48,7,10,1,43,61,16,3,12,16,47,4.56,52.333333333333336,51.32333333333333,1
14,6,9,23,52,13,4,6,44,67,20,0,5,27,52,20,1,6,43,70,16,9,5,12,42,20,7,14,46,87,4.84,61.666666666666664,59.67666666666666,1
15,4,11,12,42,3,3,10,27,43,10,3,15,44,72,24,1,12,28,65,16,7,10,36,69,12,10,1,6,29,0.97,53.333333333333336,46.788333333333334,0
16,5,5,0,26,9,6,6,12,33,8,0,5,19,32,1,3,1,26,31,4,8,3,36,51,16,3,9,41,69,0.87,40.333333333333336,35.58833333333333,0
25,3,5,11,44,23,1,2,23,49,22,5,6,18,51,1,1,5,10,17,1,1,15,2,19,8,0,2,23,33,6.07,35.5,39.28,0
1,7,11,50,69,21,10,4,32,67,19,7,12,18,56,17,3,5,9,34,24,6,9,3,42,19,6,11,19,55,5.41,53.833333333333336,53.873333333333335,0
17,7,8,41,73,17,7,1,4,29,23,3,12,40,78,6,4,11,28,49,23,4,10,12,49,21,8,12,17,58,7.32,56.0,58.58,0
11,4,3,23,41,4,8,4,47,63,8,7,3,36,54,13,3,3,43,62,12,0,4,9,25,11,5,15,23,54,7.11,49.833333333333336,53.02333333333333,0
18,5,4,36,63,8,9,7,5,29,8,1,9,14,32,4,5,5,13,27,10,0,3,20,33,7,8,11,39,65,2.84,41.5,39.535,0
25,2,4,19,50,5,0,12,3,20,9,4,12,40,65,8,2,9,20,39,7,7,1,14,29,10,5,4,16,35,6.65,39.666666666666664,43.69166666666666,0
22,0,2,5,29,15,4,9,41,69,19,2,14,5,40,13,1,13,39,66,17,4,2,18,41,8,10,1,47,66,5.72,51.833333333333336,52.638333333333335,0
17,8,1,11,37,21,3,2,42,68,5,6,14,41,66,3,0,8,24,35,1,9,14,21,45,16,1,5,49,71,0.09,53.666666666666664,45.75166666666666,0
16,8,7,20,51,22,4,3,33,62,3,8,9,0,20,0,4,11,6,21,21,8,4,7,40,2,3,7,8,20,4.23,35.666666666666664,36.66166666666666,0
5,2,9,2,18,15,8,7,28,58,0,0,8,12,20,7,3,9,14,33,13,1,2,45,61,0,8,11,37,56,6.95,41.0,45.275,0
24,3,14,26,67,10,2,14,20,46,5,7,2,48,62,21,8,11,7,47,13,3,14,2,32,13,9,5,31,58,9.1,52.0,57.849999999999994,0
14,6,8,45,73,20,0,1,25,46,23,3,6,45,77,14,9,8,36,67,12,9,1,17,39,19,1,3,4,27,1.27,54.833333333333336,48.513333333333335,0
2,1,15,35,53,14,10,0,31,55,5,9,15,2,31,24,0,0,21,45,10,5,8,1,24,11,5,6,7,29,2.15,39.5,36.8,0
5,2,9,16,32,18,2,2,21,43,11,10,8,44,73,18,8,10,12,48,3,5,6,32,46,6,2,14,45,67,7.6,51.5,55.175,0
2,5,10,48,65,2,3,1,40,46,2,4,7,7,20,9,7,6,38,60,8,5,15,38,66,21,4,14,38,77,0.92,55.666666666666664,48.696666666666665,0
0,10,12,45,67,15,1,9,13,38,12,0,6,22,40,22,9,11,24,66,3,4,7,0,14,19,7,9,29,64,0.26,48.166666666666664,41.33166666666666,0
12,7,8,14,41,20,0,13,33,66,23,4,14,27,68,16,10,3,27,56,23,6,7,0,36,3,10,13,42,68,3.26,55.833333333333336,52.348333333333336,0
20,0,13,38,71,19,0,14,36,69,9,8,12,32,61,1,3,15,50,69,15,10,8,16,49,13,1,4,21,39,3.15,59.666666666666664,55.44166666666666,0
25,3,4,3,35,4,7,1,43,55,8,7,4,33,52,4,10,1,15,30,5,6,9,12,32,6,10,13,27,56,4.82,43.333333333333336,44.06333333333333,0
13,0,10,16,39,8,3,15,0,26,16,7,1,33,57,14,1,7,6,28,19,4,4,32,59,11,8,14,2,35,2.5,40.666666666666664,38.31666666666666,0
12,1,8,37,58,4,1,3,31,39,10,5,12,24,51,9,2,15,48,74,13,9,11,26,59,9,5,12,46,72,0.09,58.833333333333336,50.14333333333333,0
3,7,15,10,35,3,9,12,31,55,5,8,1,40,54,17,9,9,5,40,15,2,2,30,49,14,8,2,18,42,9.14,45.833333333333336,52.66833333333334,0
6,5,3,11,25,12,2,12,50,76,9,3,3,0,15,23,8,2,14,47,15,8,7,31,61,23,2,8,11,44,9.77,44.666666666666664,52.621666666666655,0
21,8,1,46,76,19,7,5,23,54,23,5,4,42,74,12,9,1,34,56,22,6,14,5,47,17,1,5,35,58,9.93,60.833333333333336,66.60333333333334,1
9,1,2,31,43,16,5,9,43,73,17,2,11,6,36,20,1,8,1,30,19,1,12,50,82,2,0,5,7,14,9.7,46.333333333333336,53.93333333333333,0
6,2,0,26,34,25,7,9,20,61,13,1,3,37,54,13,7,4,11,35,0,2,10,49,61,9,10,11,2,32,8.17,46.166666666666664,51.49666666666667,0
20,8,4,43,75,19,9,4,11,43,3,8,13,27,51,24,9,11,13,57,13,10,0,2,25,5,8,2,4,19,5.81,45.0,46.964999999999996,0
14,8,0,42,64,11,4,3,19,37,12,4,10,16,42,2,0,7,50,59,25,8,3,28,64,16,6,4,21,47,5.24,52.166666666666664,52.20166666666666,0
14,5,11,26,56,19,2,7,36,64,0,10,13,37,60,5,3,7,49,64,14,3,1,10,28,11,1,1,47,60,0.62,55.333333333333336,47.96333333333333,0
3,2,10,48,63,24,5,10,19,58,19,1,1,47,68,19,2,13,1,35,0,4,1,25,30,21,1,14,10,46,8.81,50.0,55.715,0
22,4,0,39,65,19,9,4,1,33,1,4,3,29,37,22,9,10,42,83,7,0,0,35,42,16,1,11,13,41,2.29,50.166666666666664,46.07666666666667,0
22,1,13,43,79,6,7,1,13,27,2,5,10,0,17,22,1,13,33,69,22,3,9,6,40,24,0,8,41,73,7.42,50.833333333333336,54.33833333333334,0
5,6,10,28,49,0,4,3,16,23,19,7,12,27,65,20,2,3,27,52,24,8,15,49,96,12,3,1,14,30,6.97,52.5,55.08,0
23,9,10,8,50,15,4,6,23,48,2,4,4,35,45,11,2,10,4,27,20,8,3,33,64,3,4,3,35,45,7.52,46.5,50.80499999999999,0
19,10,12,42,83,6,2,3,29,40,5,1,3,17,26,25,8,12,34,79,15,1,15,6,37,23,9,11,17,60,1.25,54.166666666666664,47.916666666666664,0
25,7,15,2,49,1,2,14,14,31,6,6,5,1,18,4,2,2,15,23,21,1,14,1,37,1,5,7,21,34,4.43,32.0,33.845,0
4,5,6,38,53,11,7,5,48,71,10,4,12,32,58,19,8,10,37,74,25,8,3,34,70,5,1,8,49,63,7.08,64.83333333333333,65.72833333333332,1
19,7,1,28,55,10,10,1,33,54,6,10,9,6,31,8,3,5,41,57,23,1,14,16,54,15,5,9,40,69,0.14,53.333333333333336,45.54333333333334,0
11,1,14,20,46,7,0,15,7,29,16,1,6,47,70,6,0,6,34,46,2,5,1,35,43,6,10,4,0,20,4.14,42.333333333333336,42.193333333333335,0
0,2,7,34,43,0,3,8,41,52,20,5,4,44,73,21,7,6,45,79,18,4,12,40,74,19,2,9,40,70,3.2,65.16666666666667,60.19166666666666,1
7,6,5,47,65,25,8,3,2,38,18,10,8,49,85,18,9,4,43,74,11,10,1,26,48,11,10,11,25,57,8.07,61.166666666666664,64.09666666666666,0
0,9,3,9,21,2,5,12,10,29,11,6,12,38,67,4,4,6,43,57,12,1,11,43,67,19,0,7,43,69,5.2,51.666666666666664,51.71666666666666,0
4,0,8,22,34,7,5,15,26,53,0,7,3,17,27,3,1,1,4,9,15,6,8,25,54,21,10,2,25,58,5.69,39.166666666666664,41.82666666666667,0
21,6,14,38,79,25,9,0,8,42,0,2,10,6,18,20,8,8,45,81,25,8,5,5,43,3,7,8,2,20,0.82,47.166666666666664,41.32166666666666,0
5,5,9,24,43,7,10,13,14,44,17,10,9,3,39,17,6,2,39,64,9,1,9,7,26,8,9,6,48,71,1.69,47.833333333333336,43.19333333333333,0
20,7,7,23,57,10,10,2,31,53,9,3,1,16,29,4,5,15,45,69,25,1,12,15,53,8,4,11,17,40,7.49,50.166666666666664,53.876666666666665,0
2,6,12,19,39,20,6,12,10,48,23,5,10,18,56,6,1,14,12,33,16,4,9,6,35,9,4,10,33,56,4.95,44.5,45.24999999999999,0
14,3,9,14,40,4,10,13,2,29,19,2,9,4,34,25,5,0,0,30,17,6,10,7,40,20,6,10,28,64,1.62,39.5,36.004999999999995,0
4,2,2,20,28,7,6,6,25,44,25,10,7,38,80,12,6,2,28,48,17,0,6,0,23,18,0,10,11,39,0.05,43.666666666666664,37.19166666666667,0
23,2,2,41,68,25,5,13,6,49,2,5,13,37,57,25,4,4,1,34,15,3,6,16,40,1,6,5,22,34,3.57,47.0,45.30499999999999,0
13,3,3,11,30,20,8,13,27,68,13,8,3,36,60,15,4,0,16,35,10,8,15,27,60,5,4,1,15,25,3.3,46.333333333333336,44.333333333333336,0
17,8,13,17,55,8,7,9,38,62,7,4,3,12,26,10,3,5,35,53,6,0,15,39,60,3,6,13,18,40,3.82,49.333333333333336,47.663333333333334,0
15,8,8,22,53,16,7,8,3,34,15,1,2,11,29,2,9,14,37,62,23,6,5,9,43,19,5,9,12,45,0.22,44.333333333333336,38.013333333333335,0
5,1,8,40,54,4,1,5,29,39,17,9,11,36,73,3,0,11,49,63,11,4,9,21,45,24,10,8,12,54,9.19,54.666666666666664,60.25166666666666,0
24,4,4,28,60,18,6,13,37,74,8,1,8,3,20,16,9,0,49,74,15,2,3,39,59,25,0,8,48,81,4.06,61.333333333333336,58.22333333333333,0
23,0,11,40,74,18,0,13,50,81,3,10,3,24,40,8,6,12,23,49,10,4,5,31,50,4,2,4,10,20,7.38,52.333333333333336,55.553333333333335,0
13,3,8,35,59,1,9,12,13,35,24,6,1,30,61,18,2,9,17,46,0,4,9,27,40,2,8,15,2,27,1.99,44.666666666666664,40.95166666666666,0
23,1,5,4,33,18,7,15,35,75,0,3,10,39,52,12,4,5,7,28,0,2,9,32,43,9,10,15,41,75,0.2,51.0,43.65,0
7,7,7,38,59,22,2,13,30,67,20,8,13,14,55,25,7,9,27,68,4,10,8,38,60,12,1,1,15,29,7.32,56.333333333333336,58.86333333333333,0
6,3,10,25,44,14,10,3,50,77,25,8,0,27,60,11,1,0,3,15,16,8,10,17,51,3,6,13,31,53,9.02,50.0,56.03,0
7,4,15,38,64,7,8,1,18,34,22,5,11,10,48,21,3,7,37,68,1,9,8,22,40,21,5,2,50,78,5.67,55.333333333333336,55.538333333333334,0
12,10,7,10,39,23,4,8,48,83,13,9,0,28,50,16,8,12,17,53,15,1,7,39,62,10,5,4,30,49,1.69,56.0,50.135,0
5,3,11,41,60,7,6,11,50,74,10,4,7,4,25,12,10,13,46,81,18,10,3,28,59,10,2,10,16,38,6.97,56.166666666666664,58.19666666666666,0
17,4,9,10,40,0,6,13,11,30,3,6,12,42,63,20,1,1,7,29,12,0,14,21,47,4,5,14,28,51,9.43,43.333333333333336,50.97833333333334,0
1,4,14,17,36,13,8,7,48,76,20,4,12,41,77,10,7,1,19,37,16,7,12,45,80,13,4,15,29,61,9.66,61.166666666666664,66.48166666666665,0
7,4,6,11,28,10,1,6,14,31,15,8,0,1,24,9,8,1,44,62,8,10,0,41,59,9,6,15,35,65,5.2,44.833333333333336,45.90833333333333,0
10,10,3,15,38,6,3,15,8,32,8,8,4,19,39,20,2,0,34,56,3,2,14,49,68,9,0,3,22,34,8.49,44.5,50.559999999999995,0
0,2,15,26,43,17,7,1,26,51,21,6,12,21,60,4,4,1,16,25,13,1,7,13,34,23,0,1,30,54,7.56,44.5,49.16499999999999,0
21,6,3,35,65,14,4,15,19,52,13,3,12,39,67,16,3,7,36,62,15,9,15,41,80,25,8,9,19,61,3.67,64.5,60.33,1
5,2,5,16,28,9,10,1,27,47,5,0,7,26,38,22,9,7,10,48,12,0,5,16,33,24,3,14,19,60,4.07,42.333333333333336,42.08833333333334,0
15,1,13,48,77,3,4,15,24,46,1,3,13,20,37,20,9,12,47,88,14,6,7,5,32,18,10,5,0,33,4.12,52.166666666666664,50.52166666666666,0
19,2,8,20,49,20,2,7,15,44,0,2,6,19,27,0,7,5,34,46,21,6,14,38,79,14,0,0,15,29,0.47,45.666666666666664,39.52166666666666,0
11,10,6,36,63,0,4,8,17,29,19,0,6,31,56,15,7,14,17,53,21,3,11,50,85,5,8,5,24,42,6.52,54.666666666666664,56.246666666666655,0
10,2,4,30,46,13,6,8,49,76,25,9,13,35,82,7,10,14,43,74,18,4,2,41,65,1,2,12,31,46,5.61,64.83333333333333,63.523333333333326,1
9,7,4,44,64,19,3,7,35,64,18,3,7,47,75,21,4,12,19,56,23,9,1,13,46,24,6,8,36,74,7.58,63.166666666666664,65.06166666666667,1
2,3,7,34,46,19,7,0,3,29,22,6,15,45,88,22,4,13,46,85,13,0,0,28,41,21,6,11,46,84,3.33,62.166666666666664,57.83666666666666,0
12,2,5,26,45,24,10,4,20,58,6,1,10,2,19,19,0,3,3,25,5,2,1,40,48,0,5,14,33,52,0.5,41.166666666666664,35.74166666666667,0
2,9,0,22,33,8,5,6,26,45,21,6,2,7,36,16,4,9,25,54,5,0,2,48,55,7,3,0,8,18,5.5,40.166666666666664,42.391666666666666,0
14,4,0,31,49,12,5,9,0,26,14,5,4,29,52,7,0,3,12,22,12,8,12,12,44,19,6,15,31,71,8.21,44.0,49.715,0
15,3,8,16,42,25,5,5,4,39,4,8,1,3,16,13,3,7,20,43,16,9,1,35,61,8,9,5,13,35,8.37,39.333333333333336,45.98833333333334,0
12,8,15,10,45,16,3,10,43,72,2,10,4,6,22,16,6,7,39,68,22,0,5,39,66,6,5,6,41,58,8.0,55.166666666666664,58.891666666666666,0
16,7,7,0,30,23,2,11,45,81,14,1,12,23,50,8,10,11,23,52,19,6,12,29,66,1,0,10,3,14,5.59,48.833333333333336,49.89333333333333,0
2,10,5,27,44,19,9,0,9,37,3,5,4,8,20,5,10,7,30,52,23,4,2,50,79,3,7,15,19,44,7.32,46.0,50.08,0
19,6,12,17,54,3,5,9,49,66,4,10,1,33,48,20,1,15,45,81,12,3,2,21,38,8,0,11,17,36,1.21,53.833333333333336,47.57333333333333,0
10,7,0,48,65,4,5,14,20,43,3,5,9,34,51,1,0,15,35,51,18,3,12,18,51,20,9,3,46,78,1.94,56.5,50.934999999999995,1
20,4,13,40,77,17,1,5,9,32,2,5,13,8,28,23,1,9,41,74,14,3,0,1,18,6,8,3,34,51,9.72,46.666666666666664,54.24666666666666,0
18,3,1,19,41,16,9,3,25,53,1,2,12,38,53,24,6,3,18,51,19,8,10,43,80,13,3,2,20,38,4.14,52.666666666666664,50.97666666666667,0
21,6,9,6,42,20,8,2,15,45,4,5,11,14,34,18,2,1,32,53,13,5,10,19,47,13,6,7,44,70,4.02,48.5,47.255,0
10,0,2,36,48,6,3,3,37,49,17,8,5,48,78,12,4,2,34,52,10,9,12,22,53,17,7,6,45,75,0.77,59.166666666666664,51.446666666666665,1
15,5,9,15,44,9,3,7,2,21,1,10,0,11,22,9,0,12,22,43,0,9,9,22,40,7,10,2,49,68,4.48,39.666666666666664,40.43666666666666,0
20,7,11,38,76,8,9,10,19,46,14,2,7,3,26,23,9,2,5,39,16,10,7,22,55,8,6,6,34,54,6.59,49.333333333333336,51.818333333333335,0
2,6,2,44,54,12,10,5,46,73,17,1,10,16,44,9,9,14,43,75,11,5,4,47,67,0,6,7,21,34,7.4,57.833333333333336,60.25833333333333,0
21,1,1,44,67,17,7,8,4,36,17,7,0,8,32,14,9,5,25,53,18,0,3,44,65,22,5,9,49,85,3.73,56.333333333333336,53.47833333333333,0
5,6,11,46,68,11,2,4,5,22,7,2,2,30,41,4,7,0,0,11,24,6,1,19,50,7,7,1,31,46,9.55,39.666666666666664,48.04166666666666,0
13,5,1,22,41,7,9,10,24,50,11,4,14,29,58,25,3,0,11,39,21,7,1,27,56,10,9,10,3,32,4.61,46.0,46.015,0
23,4,5,31,63,22,6,8,24,60,22,4,13,37,76,19,9,11,49,88,1,1,2,32,36,22,5,8,42,77,4.87,66.66666666666667,63.97166666666667,0
17,3,6,48,74,17,6,3,11,37,8,1,0,17,26,25,1,2,50,78,1,3,6,27,37,17,8,8,36,69,6.59,53.5,55.36,0
16,0,3,16,35,4,1,13,0,18,18,1,13,20,52,24,7,2,9,42,6,4,9,12,31,23,0,10,25,58,1.22,39.333333333333336,35.263333333333335,0
3,1,0,18,22,6,2,14,41,63,0,5,15,16,36,6,9,1,25,41,20,6,7,46,79,24,9,13,15,61,6.68,50.333333333333336,52.80333333333333,0
22,6,5,41,74,14,3,11,2,30,21,1,1,34,57,12,4,3,26,45,14,2,8,2,26,4,4,9,34,51,3.64,47.166666666666664,45.55166666666666,0
14,9,6,33,62,2,1,3,20,26,24,5,6,16,51,19,1,4,36,60,12,7,0,25,44,2,8,6,15,31,0.28,45.666666666666664,39.236666666666665,0
10,2,3,13,28,17,8,5,4,34,16,6,6,16,44,20,8,10,40,78,11,1,0,3,15,20,4,4,41,69,7.79,44.666666666666664,49.651666666666664,0
25,4,5,2,36,5,9,13,14,41,0,3,12,24,39,10,5,2,39,56,10,8,11,47,76,19,6,9,16,50,9.39,49.666666666666664,56.30166666666666,0
2,7,8,38,55,25,10,12,3,50,19,9,15,12,55,20,7,6,26,59,10,10,10,17,47,21,6,11,39,77,5.75,57.166666666666664,57.21666666666666,1
2,7,3,24,36,5,5,9,18,37,25,3,10,23,61,1,1,9,0,11,25,4,5,10,44,9,3,7,8,27,3.63,36.0,36.044999999999995,0
15,5,11,10,41,19,0,10,16,45,16,2,4,14,36,20,4,9,47,80,18,3,13,39,73,5,10,13,14,42,6.96,52.833333333333336,55.34833333333333,0
4,4,14,48,70,0,0,6,7,13,24,0,4,20,48,14,10,4,13,41,3,4,7,7,21,12,9,8,27,56,9.05,41.5,48.849999999999994,0
20,1,13,14,48,20,7,13,36,76,5,3,13,11,32,14,2,3,36,55,0,9,4,48,61,25,2,6,21,54,3.15,54.333333333333336,50.90833333333334,0
9,8,9,18,44,16,10,1,23,50,4,2,6,13,25,18,7,1,13,39,12,3,3,48,66,3,8,7,29,47,5.61,45.166666666666664,46.806666666666665,0
18,0,3,42,63,10,5,3,3,21,4,7,9,46,66,4,0,8,31,43,11,5,11,3,30,11,4,6,9,30,2.41,42.166666666666664,39.45666666666666,0
24,10,9,14,57,23,9,14,23,69,10,4,10,45,69,16,8,2,31,57,2,9,8,38,57,6,4,0,50,60,6.42,61.5,61.905,1
3,1,11,14,29,1,6,12,18,37,10,6,14,27,57,7,5,8,18,38,19,4,1,16,40,18,4,6,43,71,7.9,45.333333333333336,50.38333333333333,0
18,0,4,37,59,24,5,7,23,59,10,2,11,24,47,24,0,0,7,31,12,10,12,13,47,12,0,5,19,36,2.14,46.5,42.735,0
10,3,2,14,29,8,1,15,40,64,11,2,9,27,49,24,2,10,34,70,13,3,2,20,38,11,7,8,1,27,5.55,46.166666666666664,47.56666666666666,0
1,3,9,8,21,18,2,8,44,72,11,10,4,30,55,15,7,2,48,72,24,4,1,7,36,21,6,0,5,32,1.79,48.0,43.485,0
9,4,1,4,18,5,7,4,20,36,1,5,13,35,54,14,7,9,13,43,10,1,6,4,21,4,1,0,35,40,4.74,35.333333333333336,37.14333333333334,0
10,4,14,18,46,24,3,5,16,48,2,9,7,15,33,23,2,14,4,43,9,9,15,31,64,1,4,12,40,57,6.75,48.5,51.35,0
24,7,8,23,62,6,7,9,7,29,6,3,2,39,50,17,9,14,30,70,4,1,6,16,27,10,1,4,2,17,0.33,42.5,36.62,0
19,10,12,28,69,3,2,11,30,46,19,7,1,28,55,17,7,11,31,66,7,8,14,7,36,11,2,12,38,63,7.43,55.833333333333336,58.60333333333334,0
15,10,0,4,29,2,1,6,18,27,13,2,9,10,34,14,5,10,23,52,15,4,9,37,65,4,9,14,35,62,3.56,44.833333333333336,43.44833333333334,0
18,2,4,21,45,1,6,6,10,23,21,4,3,25,53,9,6,3,21,39,4,7,11,34,56,11,10,5,29,55,5.62,45.166666666666664,46.821666666666665,0
22,5,4,12,43,9,0,15,45,69,15,0,14,26,55,4,1,2,20,27,20,8,3,49,80,4,7,5,28,44,4.65,53.0,52.025,0
23,2,7,49,81,9,10,14,49,82,23,0,6,29,58,21,0,5,32,58,7,0,8,2,17,7,10,15,42,74,7.79,61.666666666666664,64.10166666666666,0
10,1,5,48,64,16,2,2,22,42,13,7,8,36,64,15,10,6,14,45,2,2,6,40,50,2,5,5,34,46,7.43,51.833333333333336,55.20333333333333,1
13,7,5,46,71,15,1,12,36,64,16,6,2,2,26,20,0,8,50,78,4,9,10,44,67,12,3,0,38,53,0.03,59.833333333333336,50.903333333333336,0
1,0,5,45,51,25,4,1,27,57,14,0,10,9,33,11,2,8,47,68,12,9,15,19,55,18,5,3,7,33,1.46,49.5,44.26499999999999,0
22,8,3,28,61,0,1,9,22,32,10,5,2,31,48,16,6,6,14,42,12,7,2,14,35,1,3,12,33,49,2.39,44.5,41.41,0
4,10,14,15,43,11,9,7,11,38,12,1,10,4,27,11,8,12,2,33,4,1,3,42,50,1,0,5,4,10,5.14,33.5,36.184999999999995,0
4,6,0,35,45,19,4,8,15,46,5,0,6,8,19,0,1,9,29,39,0,9,14,28,51,13,10,11,33,67,3.01,44.5,42.339999999999996,0
18,9,2,16,45,19,2,10,15,46,16,9,0,25,50,10,5,6,40,61,15,7,11,33,66,1,1,1,8,11,1.18,46.5,41.295,0
20,10,12,19,61,24,8,7,13,52,11,4,6,34,55,7,7,14,17,45,18,9,0,29,56,3,4,6,16,29,0.83,49.666666666666664,43.46166666666666,0
11,3,12,13,39,9,9,7,6,31,23,4,1,4,32,4,10,9,40,63,19,10,9,15,53,14,2,4,0,20,3.87,39.666666666666664,39.52166666666666,0
17,2,14,49,82,0,8,14,20,42,3,1,9,15,28,7,8,10,7,32,9,10,12,16,47,4,3,2,36,45,3.93,46.0,44.995000000000005,0
3,5,9,5,22,15,7,1,20,43,20,4,14,12,50,10,9,2,18,39,5,0,14,17,36,0,8,7,36,51,6.74,40.166666666666664,44.251666666666665,0
21,8,11,21,61,10,4,10,40,64,9,6,13,29,57,10,2,7,47,66,21,5,7,43,76,9,10,12,27,58,1.41,63.666666666666664,56.23166666666666,1
16,8,10,39,73,3,9,3,34,49,17,3,0,10,30,13,4,1,26,44,15,5,0,42,62,1,3,0,47,51,3.87,51.5,49.58,0
9,3,5,8,25,2,10,5,45,62,18,1,9,29,57,13,4,12,4,33,20,8,10,25,63,17,8,1,26,52,3.15,48.666666666666664,46.09166666666666,0
19,9,4,31,63,24,6,7,23,60,6,4,8,48,66,18,10,14,44,86,10,4,2,3,19,5,6,9,24,44,4.8,56.333333333333336,55.08333333333333,0
5,4,9,23,41,12,1,12,0,25,22,10,0,20,52,10,7,10,25,52,1,7,9,12,29,11,0,8,22,41,8.17,40.0,46.255,0
24,10,0,32,66,20,2,1,13,36,11,5,7,3,26,20,0,3,13,36,3,10,15,10,38,18,6,11,5,40,3.36,40.333333333333336,39.32333333333333,0
13,8,4,12,37,14,10,11,19,54,10,7,9,16,42,1,10,2,40,53,12,9,9,45,75,15,7,10,23,55,9.94,52.666666666666664,59.67666666666666,0
10,1,1,34,46,24,1,7,27,59,23,8,13,32,76,7,2,11,49,69,4,6,7,50,67,5,9,13,10,37,9.46,59.0,64.34,0
10,1,0,5,16,9,9,0,17,35,2,10,14,30,56,10,5,15,0,30,6,6,6,23,41,3,5,10,34,52,2.22,38.333333333333336,35.913333333333334,0
17,4,3,48,72,5,10,10,2,27,1,9,6,5,21,0,5,11,31,47,12,0,13,21,46,9,6,5,16,36,5.15,41.5,43.0,0
22,0,5,39,66,10,0,5,26,41,1,7,15,32,55,4,3,15,26,48,21,7,6,25,59,22,0,4,13,39,9.13,51.333333333333336,57.32833333333333,0
21,7,6,29,63,24,2,15,5,46,21,6,14,38,79,22,4,8,17,51,1,5,7,18,31,19,9,9,21,58,7.14,54.666666666666664,57.17666666666666,0
17,4,8,37,66,0,3,7,3,13,1,8,9,42,60,25,9,5,17,56,7,1,12,29,49,4,6,8,25,43,8.73,47.833333333333336,53.75333333333333,0
23,9,4,15,51,19,8,7,0,34,14,8,8,41,71,20,2,13,40,75,25,2,7,50,84,9,10,13,35,67,8.0,63.666666666666664,66.11666666666666,0
22,1,7,0,30,3,1,11,20,35,3,5,11,49,68,14,3,6,42,65,25,6,2,20,53,13,10,9,27,59,6.2,51.666666666666664,53.21666666666666,0
10,8,7,41,66,25,8,10,34,77,24,2,4,26,56,18,9,5,10,42,7,8,11,31,57,4,5,14,33,56,6.58,59.0,60.019999999999996,1
20,1,10,17,48,9,0,6,27,42,25,10,2,24,61,15,9,15,5,44,19,4,11,41,75,4,8,4,47,63,2.58,55.5,51.044999999999995,1
11,6,8,21,46,21,8,6,17,52,2,7,0,41,50,3,0,7,50,60,16,1,0,34,51,24,7,2,49,82,1.86,56.833333333333336,51.098333333333336,1
